date,card_en,card_zh,grading_company,grade,psa_grade,price_usd,price_twd,exchange_rate,source,source_platform,listed_price_usd,actual_price_usd,original_price_display,sale_type,owned,url,source_url,data_origin,reconciled_from,rate_basis
2024-09-22,Charizard,噴火龍,PSA,5,PSA 5,1470,47040,32,Fanatics,Fanatics,1470,1470,"$1,470",Auction,Auction,https://www.fanaticscollect.com/weekly/8f38f9aa-7186-11ef-9a4a-0a58a9feac02,https://www.fanaticscollect.com/weekly/8f38f9aa-7186-11ef-9a4a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2024-09-22),existing price_history.csv rate for date
2024-09-08,Pikachu,皮卡丘,CGC,10,CGC 10,480,15360,32,Fanatics,Fanatics,480,480,$480,Auction,,https://www.fanaticscollect.com/weekly/7c9f1954-625f-11ef-a786-0acd9ee9f3a3,https://www.fanaticscollect.com/weekly/7c9f1954-625f-11ef-a786-0acd9ee9f3a3,combined_graded.xlsx,price_history.csv (2024-09-08),existing price_history.csv rate for date
2024-07-22,Magikarp,鯉魚王,CGC,9,CGC 9,16.8,546,32.5,Fanatics,Fanatics,16.8,16.8,$16.80,Auction,,https://www.fanaticscollect.com/weekly/80e7415a-439f-11ef-8534-0a58a9feac02,https://www.fanaticscollect.com/weekly/80e7415a-439f-11ef-8534-0a58a9feac02,combined_graded.xlsx,price_history.csv (2024-07-22),existing price_history.csv rate for date
2024-07-21,Blastoise,水箭龜,PSA,9,PSA MINT 9,1515.24,49245,32.5,Goldin,Goldin,1515.24,1515.24,"$1,515.24 USD",Auction,Auction,https://goldin.co/item/2000-pokemon-chinese-1st-edition-holo-2-blastoise-psa-mint-9a9jlp,https://goldin.co/item/2000-pokemon-chinese-1st-edition-holo-2-blastoise-psa-mint-9a9jlp,combined_graded.xlsx,price_history.csv (2024-07-21),existing price_history.csv rate for date
2024-07-21,Venusaur,妙蛙花,PSA,8,PSA NM-MT 8,348.92,11340,32.5,Goldin,Goldin,348.92,348.92,$348.92 USD,Auction,,https://goldin.co/item/2000-pokemon-chinese-1st-edition-holo-15-venusaur-psa-nm-mt-8l9xcc,https://goldin.co/item/2000-pokemon-chinese-1st-edition-holo-15-venusaur-psa-nm-mt-8l9xcc,combined_graded.xlsx,price_history.csv (2024-07-21),existing price_history.csv rate for date
2024-07-14,Charmander,小火龍,CGC,8.5,CGC 8.5,15.6,507,32.5,Fanatics,Fanatics,15.6,15.6,$15.60,Auction,,https://www.fanaticscollect.com/weekly/4788952e-3c8a-11ef-a504-06ad425e7b71,https://www.fanaticscollect.com/weekly/4788952e-3c8a-11ef-a504-06ad425e7b71,combined_graded.xlsx,price_history.csv (2024-07-14),existing price_history.csv rate for date
2024-06-30,Alakazam,胡地,CGC,7.5,CGC 7.5,103.2,3333,32.3,Fanatics,Fanatics,103.2,103.2,$103.20,Auction,,https://www.fanaticscollect.com/weekly/6ae1804c-21f7-11ef-bad2-02f48d337893,https://www.fanaticscollect.com/weekly/6ae1804c-21f7-11ef-bad2-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Blastoise,水箭龜,CGC,7.5,CGC 7.5,234,7558,32.3,Fanatics,Fanatics,234,234,$234,Auction,,https://www.fanaticscollect.com/weekly/6ae28140-21f7-11ef-a5c0-02f48d337893,https://www.fanaticscollect.com/weekly/6ae28140-21f7-11ef-a5c0-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Chansey,吉利蛋,CGC,7,CGC 7,79.2,2558,32.3,Fanatics,Fanatics,79.2,79.2,$79.20,Auction,,https://www.fanaticscollect.com/weekly/6ae2f706-21f7-11ef-b9ec-02f48d337893,https://www.fanaticscollect.com/weekly/6ae2f706-21f7-11ef-b9ec-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Gyarados,暴鯉龍,CGC,7.5,CGC 7.5,103.2,3333,32.3,Fanatics,Fanatics,103.2,103.2,$103.20,Auction,,https://www.fanaticscollect.com/weekly/6ae3fdfe-21f7-11ef-8e11-02f48d337893,https://www.fanaticscollect.com/weekly/6ae3fdfe-21f7-11ef-8e11-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Hitmonchan,快拳郎,CGC,7,CGC 7,62.4,2016,32.3,Fanatics,Fanatics,62.4,62.4,$62.40,Auction,,https://www.fanaticscollect.com/weekly/6ae46f64-21f7-11ef-858b-02f48d337893,https://www.fanaticscollect.com/weekly/6ae46f64-21f7-11ef-858b-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Machamp,怪力,CGC,9,CGC 9,156,5039,32.3,Fanatics,Fanatics,156,156,$156,Auction,,https://www.fanaticscollect.com/weekly/6ae4defe-21f7-11ef-b8ae-02f48d337893,https://www.fanaticscollect.com/weekly/6ae4defe-21f7-11ef-b8ae-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Magneton,三磁怪,CGC,8,CGC 8,88.8,2868,32.3,Fanatics,Fanatics,88.8,88.8,$88.80,Auction,,https://www.fanaticscollect.com/weekly/6ae54d94-21f7-11ef-a833-02f48d337893,https://www.fanaticscollect.com/weekly/6ae54d94-21f7-11ef-a833-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Mewtwo,超夢,CGC,9,CGC 9,276,8915,32.3,Fanatics,Fanatics,276,276,$276,Auction,,https://www.fanaticscollect.com/weekly/6ae5c59e-21f7-11ef-b145-02f48d337893,https://www.fanaticscollect.com/weekly/6ae5c59e-21f7-11ef-b145-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Nidoking,尼多王,CGC,7.5,CGC 7.5,72,2326,32.3,Fanatics,Fanatics,72,72,$72,Auction,,https://www.fanaticscollect.com/weekly/6ae62f8e-21f7-11ef-96d2-02f48d337893,https://www.fanaticscollect.com/weekly/6ae62f8e-21f7-11ef-96d2-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Ninetales,九尾,CGC,7.5,CGC 7.5,74.4,2403,32.3,Fanatics,Fanatics,74.4,74.4,$74.40,Auction,,https://www.fanaticscollect.com/weekly/6ae69cc6-21f7-11ef-af25-02f48d337893,https://www.fanaticscollect.com/weekly/6ae69cc6-21f7-11ef-af25-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Poliwrath,蚊香士,CGC,7.5,CGC 7.5,62.4,2016,32.3,Fanatics,Fanatics,62.4,62.4,$62.40,Auction,,https://www.fanaticscollect.com/weekly/6ae70efe-21f7-11ef-a16b-02f48d337893,https://www.fanaticscollect.com/weekly/6ae70efe-21f7-11ef-a16b-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Raichu,雷丘,CGC,7.5,CGC 7.5,88.8,2868,32.3,Fanatics,Fanatics,88.8,88.8,$88.80,Auction,,https://www.fanaticscollect.com/weekly/6ae77a88-21f7-11ef-b343-02f48d337893,https://www.fanaticscollect.com/weekly/6ae77a88-21f7-11ef-b343-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Venusaur,妙蛙花,CGC,7,CGC 7,192,6202,32.3,Fanatics,Fanatics,192,192,$192,Auction,,https://www.fanaticscollect.com/weekly/6ae7e914-21f7-11ef-9f19-02f48d337893,https://www.fanaticscollect.com/weekly/6ae7e914-21f7-11ef-9f19-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-30,Zapdos,閃電鳥,CGC,8,CGC 8,100.8,3256,32.3,Fanatics,Fanatics,100.8,100.8,$100.80,Auction,,https://www.fanaticscollect.com/weekly/6ae852b4-21f7-11ef-8cf0-02f48d337893,https://www.fanaticscollect.com/weekly/6ae852b4-21f7-11ef-8cf0-02f48d337893,combined_graded.xlsx,price_history.csv (2024-06-30),existing price_history.csv rate for date
2024-06-23,Pikachu,皮卡丘,PSA,8,PSA 8,49.2,1589,32.3,Fanatics,Fanatics,49.2,49.2,$49.20,Auction,,https://www.fanaticscollect.com/weekly/cf3ebfd0-254b-11ef-a3a5-0aba10a19509,https://www.fanaticscollect.com/weekly/cf3ebfd0-254b-11ef-a3a5-0aba10a19509,combined_graded.xlsx,price_history.csv (2024-06-23),existing price_history.csv rate for date
2024-05-19,Bulbasaur,妙蛙種子,PSA,9,PSA 9,44.4,1434,32.3,Fanatics,Fanatics,44.4,44.4,$44.40,Auction,,https://www.fanaticscollect.com/weekly/6b6217ea-08be-11ef-bfda-0a58a9feac02,https://www.fanaticscollect.com/weekly/6b6217ea-08be-11ef-bfda-0a58a9feac02,combined_graded.xlsx,price_history.csv (2024-05-19),existing price_history.csv rate for date
2024-05-19,Charmeleon,火恐龍,PSA,9,PSA 9,55.2,1783,32.3,Fanatics,Fanatics,55.2,55.2,$55.20,Auction,,https://www.fanaticscollect.com/weekly/6bb95bae-08be-11ef-a5a3-0a58a9feac02,https://www.fanaticscollect.com/weekly/6bb95bae-08be-11ef-a5a3-0a58a9feac02,combined_graded.xlsx,price_history.csv (2024-05-19),existing price_history.csv rate for date
2024-05-19,Wartortle,卡咪龜,PSA,9,PSA 9,25.2,814,32.3,Fanatics,Fanatics,25.2,25.2,$25.20,Auction,,https://www.fanaticscollect.com/weekly/6c6b9c88-08be-11ef-a1d7-0a58a9feac02,https://www.fanaticscollect.com/weekly/6c6b9c88-08be-11ef-a1d7-0a58a9feac02,combined_graded.xlsx,price_history.csv (2024-05-19),existing price_history.csv rate for date
2024-05-05,Pikachu,皮卡丘,CGC,9,CGC 9,43.2,1382,32,Fanatics,Fanatics,43.2,43.2,$43.20,Auction,,https://www.fanaticscollect.com/weekly/0f89f1d4-04f1-11ef-a071-0ab4c3a19dad,https://www.fanaticscollect.com/weekly/0f89f1d4-04f1-11ef-a071-0ab4c3a19dad,combined_graded.xlsx,price_history.csv (2024-05-05),existing price_history.csv rate for date
2024-04-21,Magneton,三磁怪,PSA,8,PSA 8,62.4,2016,32.3,Fanatics,Fanatics,62.4,62.4,$62.40,Auction,,https://www.fanaticscollect.com/weekly/f847a830-ecff-11ee-91bc-0646c7118d15,https://www.fanaticscollect.com/weekly/f847a830-ecff-11ee-91bc-0646c7118d15,combined_graded.xlsx,price_history.csv (2024-04-21),existing price_history.csv rate for date
2024-04-21,Mewtwo,超夢,PSA,9,PSA 9,576,18605,32.3,Fanatics,Fanatics,576,576,$576,Auction,,https://www.fanaticscollect.com/weekly/f84b04ee-ecff-11ee-aa86-0646c7118d15,https://www.fanaticscollect.com/weekly/f84b04ee-ecff-11ee-aa86-0646c7118d15,combined_graded.xlsx,price_history.csv (2024-04-21),existing price_history.csv rate for date
2024-04-21,Ninetales,九尾,PSA,8,PSA 8,112.8,3643,32.3,Fanatics,Fanatics,112.8,112.8,$112.80,Auction,,https://www.fanaticscollect.com/weekly/f83f8a88-ecff-11ee-a10f-0646c7118d15,https://www.fanaticscollect.com/weekly/f83f8a88-ecff-11ee-a10f-0646c7118d15,combined_graded.xlsx,price_history.csv (2024-04-21),existing price_history.csv rate for date
2024-03-24,Charmander,小火龍,CGC,8.5,CGC 8.5,19.2,605,31.5,Fanatics,Fanatics,19.2,19.2,$19.20,Auction,,https://www.fanaticscollect.com/weekly/20e2b2c2-dd73-11ee-9b0c-0a58a9feac02,https://www.fanaticscollect.com/weekly/20e2b2c2-dd73-11ee-9b0c-0a58a9feac02,combined_graded.xlsx,price_history.csv (2024-03-24),existing price_history.csv rate for date
2024-03-10,Charmander,小火龍,CGC,9,CGC 9,19.2,605,31.5,Fanatics,Fanatics,19.2,19.2,$19.20,Auction,,https://www.fanaticscollect.com/weekly/ba7ed1a8-d513-11ee-b305-06caa0bee9bf,https://www.fanaticscollect.com/weekly/ba7ed1a8-d513-11ee-b305-06caa0bee9bf,combined_graded.xlsx,price_history.csv (2024-03-10),existing price_history.csv rate for date
2024-03-10,Magikarp,鯉魚王,CGC,9,CGC 9,13.2,416,31.5,Fanatics,Fanatics,13.2,13.2,$13.20,Auction,,https://www.fanaticscollect.com/weekly/abf5abf2-d513-11ee-af4e-06caa0bee9bf,https://www.fanaticscollect.com/weekly/abf5abf2-d513-11ee-af4e-06caa0bee9bf,combined_graded.xlsx,price_history.csv (2024-03-10),existing price_history.csv rate for date
2024-03-10,Pikachu,皮卡丘,CGC,9.5,CGC 9.5,76.8,2419,31.5,Fanatics,Fanatics,76.8,76.8,$76.80,Auction,,https://www.fanaticscollect.com/weekly/beaff6b2-d513-11ee-ab40-06caa0bee9bf,https://www.fanaticscollect.com/weekly/beaff6b2-d513-11ee-ab40-06caa0bee9bf,combined_graded.xlsx,price_history.csv (2024-03-10),existing price_history.csv rate for date
2024-02-11,Bulbasaur,妙蛙種子,CGC,9,CGC 9,84,2713,32.3,Fanatics,Fanatics,84,84,$84,Auction,,https://www.fanaticscollect.com/weekly/be7a8e9c-befb-11ee-8875-0a58a9feac02,https://www.fanaticscollect.com/weekly/be7a8e9c-befb-11ee-8875-0a58a9feac02,combined_graded.xlsx,price_history.csv (2024-02-11),existing price_history.csv rate for date
2024-01-14,Charmander,小火龍,PSA,8,PSA 8,27.6,891,32.3,Fanatics,Fanatics,27.6,27.6,$27.60,Auction,,https://www.fanaticscollect.com/weekly/d9192710-ab35-11ee-ad44-0af614176b57,https://www.fanaticscollect.com/weekly/d9192710-ab35-11ee-ad44-0af614176b57,combined_graded.xlsx,price_history.csv (2024-01-14),existing price_history.csv rate for date
2024-01-14,Squirtle,傑尼龜,PSA,9,PSA 9,56.4,1822,32.3,Fanatics,Fanatics,56.4,56.4,$56.40,Auction,,https://www.fanaticscollect.com/weekly/d899acb0-ab35-11ee-bf8f-0af614176b57,https://www.fanaticscollect.com/weekly/d899acb0-ab35-11ee-bf8f-0af614176b57,combined_graded.xlsx,price_history.csv (2024-01-14),existing price_history.csv rate for date
2023-12-10,Nidoking,尼多王,CGC,4,CGC 4,44.4,1399,31.5,Fanatics,Fanatics,44.4,44.4,$44.40,Auction,,https://www.fanaticscollect.com/weekly/1a9fe0ea-83c5-11ee-8668-0a58a9feac02,https://www.fanaticscollect.com/weekly/1a9fe0ea-83c5-11ee-8668-0a58a9feac02,combined_graded.xlsx,price_history.csv (2023-12-10),existing price_history.csv rate for date
2023-08-17,Wartortle,卡咪龜,PSA,9,PSA 9,80,2520,31.5,Fanatics,Fanatics,80,80,$80,Buy Now,,https://www.fanaticscollect.com/fixed/7162851e-8596-11ed-9a33-0a5a88780b2b,https://www.fanaticscollect.com/fixed/7162851e-8596-11ed-9a33-0a5a88780b2b,combined_graded.xlsx,price_history.csv (2023-08-17),existing price_history.csv rate for date
2023-08-13,Magneton,三磁怪,PSA,8,PSA 8,112.8,3553,31.5,Fanatics,Fanatics,112.8,112.8,$112.80,Auction,,https://www.fanaticscollect.com/weekly/2a4cfb8c-3068-11ee-bb5d-0a0499cdfef5,https://www.fanaticscollect.com/weekly/2a4cfb8c-3068-11ee-bb5d-0a0499cdfef5,combined_graded.xlsx,price_history.csv (2023-08-13),existing price_history.csv rate for date
2023-08-06,Magneton,三磁怪,PSA,8,PSA 8,103.2,3251,31.5,Fanatics,Fanatics,103.2,103.2,$103.20,Auction,,https://www.fanaticscollect.com/weekly/6e3148a4-22cf-11ee-b1af-02960c628fc7,https://www.fanaticscollect.com/weekly/6e3148a4-22cf-11ee-b1af-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-06,Poliwrath,蚊香士,PSA,8,PSA 8,103.2,3251,31.5,Fanatics,Fanatics,103.2,103.2,$103.20,Auction,,https://www.fanaticscollect.com/weekly/6e36ce82-22cf-11ee-b06f-02960c628fc7,https://www.fanaticscollect.com/weekly/6e36ce82-22cf-11ee-b06f-02960c628fc7,combined_graded.xlsx,price_history.csv (2023-08-06),existing price_history.csv rate for date
2023-08-04,Pikachu,皮卡丘,PSA,6,PSA 6,55,1733,31.5,Fanatics,Fanatics,55,55,$55,Buy Now,,https://www.fanaticscollect.com/fixed/f7590528-316f-11ee-9faf-0a58a9feac02,https://www.fanaticscollect.com/fixed/f7590528-316f-11ee-9faf-0a58a9feac02,combined_graded.xlsx,price_history.csv (2023-08-04),existing price_history.csv rate for date
2023-04-02,Wartortle,卡咪龜,CGC,8.5,CGC 8.5,18,558,31,Fanatics,Fanatics,18,18,$18,Auction,,https://www.fanaticscollect.com/weekly/8e125b0a-b2ee-11ed-b902-02ff6050fc7d,https://www.fanaticscollect.com/weekly/8e125b0a-b2ee-11ed-b902-02ff6050fc7d,combined_graded.xlsx,price_history.csv (2023-04-02),existing price_history.csv rate for date
2023-04-02,Wartortle,卡咪龜,CGC,9,CGC 9,33.6,1042,31,Fanatics,Fanatics,33.6,33.6,$33.60,Auction,,https://www.fanaticscollect.com/weekly/8e4b7f98-b2ee-11ed-8b88-02ff6050fc7d,https://www.fanaticscollect.com/weekly/8e4b7f98-b2ee-11ed-8b88-02ff6050fc7d,combined_graded.xlsx,price_history.csv (2023-04-02),existing price_history.csv rate for date
2023-02-12,Charmeleon,火恐龍,PSA,9,PSA 9,110.4,3367,30.5,Fanatics,Fanatics,110.4,110.4,$110.40,Auction,,https://www.fanaticscollect.com/weekly/106b1a4c-8d24-11ed-bc9b-065bc17b6135,https://www.fanaticscollect.com/weekly/106b1a4c-8d24-11ed-bc9b-065bc17b6135,combined_graded.xlsx,price_history.csv (2023-02-12),existing price_history.csv rate for date
2022-12-25,Charmander,小火龍,PSA,8,PSA 8,31.2,936,30,Fanatics,Fanatics,31.2,31.2,$31.20,Auction,,https://www.fanaticscollect.com/weekly/4031b9d0-6f23-11ed-96dc-0a58a9feac02,https://www.fanaticscollect.com/weekly/4031b9d0-6f23-11ed-96dc-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-25),existing price_history.csv rate for date
2022-12-25,Squirtle,傑尼龜,PSA,9,PSA 9,28.8,864,30,Fanatics,Fanatics,28.8,28.8,$28.80,Auction,,https://www.fanaticscollect.com/weekly/4031aefe-6f23-11ed-a512-0a58a9feac02,https://www.fanaticscollect.com/weekly/4031aefe-6f23-11ed-a512-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-25),existing price_history.csv rate for date
2022-12-25,Wartortle,卡咪龜,PSA,9,PSA 9,26.4,792,30,Fanatics,Fanatics,26.4,26.4,$26.40,Auction,,https://www.fanaticscollect.com/weekly/4031ae2c-6f23-11ed-862e-0a58a9feac02,https://www.fanaticscollect.com/weekly/4031ae2c-6f23-11ed-862e-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-25),existing price_history.csv rate for date
2022-12-18,Charmander,小火龍,PSA,8,PSA 8,22.8,684,30,Fanatics,Fanatics,22.8,22.8,$22.80,Auction,,https://www.fanaticscollect.com/weekly/4031b750-6f23-11ed-a5f7-0a58a9feac02,https://www.fanaticscollect.com/weekly/4031b750-6f23-11ed-a5f7-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-18),existing price_history.csv rate for date
2022-12-18,Pikachu,皮卡丘,PSA,6,PSA 6,19.2,576,30,Fanatics,Fanatics,19.2,19.2,$19.20,Auction,,https://www.fanaticscollect.com/weekly/4031a350-6f23-11ed-88ef-0a58a9feac02,https://www.fanaticscollect.com/weekly/4031a350-6f23-11ed-88ef-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-18),existing price_history.csv rate for date
2022-12-18,Squirtle,傑尼龜,PSA,9,PSA 9,40.8,1224,30,Fanatics,Fanatics,40.8,40.8,$40.80,Auction,,https://www.fanaticscollect.com/weekly/4031995a-6f23-11ed-baf0-0a58a9feac02,https://www.fanaticscollect.com/weekly/4031995a-6f23-11ed-baf0-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-18),existing price_history.csv rate for date
2022-12-18,Wartortle,卡咪龜,PSA,8,PSA 8,18,540,30,Fanatics,Fanatics,18,18,$18,Auction,,https://www.fanaticscollect.com/weekly/40319cac-6f23-11ed-82d8-0a58a9feac02,https://www.fanaticscollect.com/weekly/40319cac-6f23-11ed-82d8-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-18),existing price_history.csv rate for date
2022-12-18,Wartortle,卡咪龜,PSA,9,PSA 9,38.4,1152,30,Fanatics,Fanatics,38.4,38.4,$38.40,Auction,,https://www.fanaticscollect.com/weekly/40318f5a-6f23-11ed-aa59-0a58a9feac02,https://www.fanaticscollect.com/weekly/40318f5a-6f23-11ed-aa59-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-12-18),existing price_history.csv rate for date
2022-11-27,Bulbasaur,妙蛙種子,PSA,9,PSA 9,50.4,1512,30,Fanatics,Fanatics,50.4,50.4,$50.40,Auction,,https://www.fanaticscollect.com/weekly/4204f362-6f23-11ed-9f50-0a58a9feac02,https://www.fanaticscollect.com/weekly/4204f362-6f23-11ed-9f50-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-11-27),existing price_history.csv rate for date
2022-11-27,Chansey,吉利蛋,PSA,6,PSA 6,31.2,936,30,Fanatics,Fanatics,31.2,31.2,$31.20,Auction,,https://www.fanaticscollect.com/weekly/421809a2-6f23-11ed-809f-0a58a9feac02,https://www.fanaticscollect.com/weekly/421809a2-6f23-11ed-809f-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-11-27),existing price_history.csv rate for date
2022-11-27,Charmander,小火龍,PSA,8,PSA 8,62.4,1872,30,Fanatics,Fanatics,62.4,62.4,$62.40,Auction,,https://www.fanaticscollect.com/weekly/4204f1be-6f23-11ed-a959-0a58a9feac02,https://www.fanaticscollect.com/weekly/4204f1be-6f23-11ed-a959-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-11-27),existing price_history.csv rate for date
2022-11-27,Pikachu,皮卡丘,PSA,9,PSA 9,39.6,1188,30,Fanatics,Fanatics,39.6,39.6,$39.60,Auction,,https://www.fanaticscollect.com/weekly/4204f290-6f23-11ed-94ab-0a58a9feac02,https://www.fanaticscollect.com/weekly/4204f290-6f23-11ed-94ab-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-11-27),existing price_history.csv rate for date
2022-08-14,Charmeleon,火恐龍,PSA,10,PSA 10,408,12240,30,Fanatics,Fanatics,408,408,$408,Auction,,https://www.fanaticscollect.com/weekly/30339044-6f23-11ed-bfee-0a58a9feac02,https://www.fanaticscollect.com/weekly/30339044-6f23-11ed-bfee-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-14),existing price_history.csv rate for date
2022-08-14,Wartortle,卡咪龜,PSA,10,PSA 10,384,11520,30,Fanatics,Fanatics,384,384,$384,Auction,,https://www.fanaticscollect.com/weekly/303392c4-6f23-11ed-8877-0a58a9feac02,https://www.fanaticscollect.com/weekly/303392c4-6f23-11ed-8877-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-14),existing price_history.csv rate for date
2022-08-07,Ivysaur,妙蛙草,PSA,9,PSA 9,54,1620,30,Fanatics,Fanatics,54,54,$54,Auction,,https://www.fanaticscollect.com/weekly/30335d5e-6f23-11ed-adae-0a58a9feac02,https://www.fanaticscollect.com/weekly/30335d5e-6f23-11ed-adae-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-08-07),existing price_history.csv rate for date
2022-07-31,Zapdos,閃電鳥,BGS,8.5,BGS 8.5,180,5400,30,Fanatics,Fanatics,180,180,$180,Auction,,https://www.fanaticscollect.com/weekly/32fd4ffe-6f23-11ed-8d06-0a58a9feac02,https://www.fanaticscollect.com/weekly/32fd4ffe-6f23-11ed-8d06-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-07-31),existing price_history.csv rate for date
2022-05-01,Charmeleon,火恐龍,CGC,8.5,CGC 8.5,18,531,29.5,Fanatics,Fanatics,18,18,$18,Auction,,https://www.fanaticscollect.com/weekly/25c3c2dc-6f23-11ed-9019-0a58a9feac02,https://www.fanaticscollect.com/weekly/25c3c2dc-6f23-11ed-9019-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-05-01),existing price_history.csv rate for date
2022-05-01,Pikachu,皮卡丘,CGC,8.5,CGC 8.5,54,1593,29.5,Fanatics,Fanatics,54,54,$54,Auction,,https://www.fanaticscollect.com/weekly/25c451e8-6f23-11ed-a8c7-0a58a9feac02,https://www.fanaticscollect.com/weekly/25c451e8-6f23-11ed-a8c7-0a58a9feac02,combined_graded.xlsx,price_history.csv (2022-05-01),existing price_history.csv rate for date
2021-07-28,Machamp,怪力,PSA,8,PSA 8,189.5,5306,28,Fanatics,Fanatics,189.5,189.5,$189.50,Auction,,https://www.fanaticscollect.com/monthly/0f69fbdc-6f23-11ed-b0c5-0a58a9feac02,https://www.fanaticscollect.com/monthly/0f69fbdc-6f23-11ed-b0c5-0a58a9feac02,combined_graded.xlsx,price_history.csv (2021-07-28),existing price_history.csv rate for date
2021-01-27,Mewtwo,超夢,PSA,9,PSA 9,760,21280,28,Fanatics,Fanatics,760,760,$760,Auction,,https://www.fanaticscollect.com/monthly/f94eae2e-6f22-11ed-a16a-0a58a9feac02,https://www.fanaticscollect.com/monthly/f94eae2e-6f22-11ed-a16a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2021-01-27),existing price_history.csv rate for date
2020-12-28,Machamp,怪力,PSA,6,PSA 6,84,2478,29.5,Fanatics,Fanatics,84,84,$84,Auction,,https://www.fanaticscollect.com/monthly/f764650e-6f22-11ed-831f-0a58a9feac02,https://www.fanaticscollect.com/monthly/f764650e-6f22-11ed-831f-0a58a9feac02,combined_graded.xlsx,price_history.csv (2020-12-28),existing price_history.csv rate for date
2020-12-28,Nidoking,尼多王,PSA,7,PSA 7,102.5,3024,29.5,Fanatics,Fanatics,102.5,102.5,$102.50,Auction,,https://www.fanaticscollect.com/monthly/f7645960-6f22-11ed-b94a-0a58a9feac02,https://www.fanaticscollect.com/monthly/f7645960-6f22-11ed-b94a-0a58a9feac02,combined_graded.xlsx,price_history.csv (2020-12-28),existing price_history.csv rate for date
2020-09-28,Alakazam,胡地,PSA,7,PSA 7,110.5,3260,29.5,Fanatics,Fanatics,110.5,110.5,$110.50,Auction,,https://www.fanaticscollect.com/monthly/f0561a0a-6f22-11ed-8259-0a58a9feac02,https://www.fanaticscollect.com/monthly/f0561a0a-6f22-11ed-8259-0a58a9feac02,combined_graded.xlsx,price_history.csv (2020-09-28),existing price_history.csv rate for date
2020-09-28,Chansey,吉利蛋,PSA,8,PSA 8,159.5,4705,29.5,Fanatics,Fanatics,159.5,159.5,$159.50,Auction,,https://www.fanaticscollect.com/monthly/f0561ae6-6f22-11ed-afe2-0a58a9feac02,https://www.fanaticscollect.com/monthly/f0561ae6-6f22-11ed-afe2-0a58a9feac02,combined_graded.xlsx,price_history.csv (2020-09-28),existing price_history.csv rate for date
2020-09-28,Machamp,怪力,PSA,1,PSA 1,42,1239,29.5,Fanatics,Fanatics,42,42,$42,Auction,,https://www.fanaticscollect.com/monthly/f0561c8a-6f22-11ed-9f20-0a58a9feac02,https://www.fanaticscollect.com/monthly/f0561c8a-6f22-11ed-9f20-0a58a9feac02,combined_graded.xlsx,price_history.csv (2020-09-28),existing price_history.csv rate for date
2020-09-28,Magneton,三磁怪,PSA,9,PSA 9,271.6,8012,29.5,Fanatics,Fanatics,271.6,271.6,$271.60,Auction,,https://www.fanaticscollect.com/monthly/f0561d5c-6f22-11ed-a7ae-0a58a9feac02,https://www.fanaticscollect.com/monthly/f0561d5c-6f22-11ed-a7ae-0a58a9feac02,combined_graded.xlsx,price_history.csv (2020-09-28),existing price_history.csv rate for date
